ResultIdentifier,ActivityIdentifier,DataLoggerLineName,SampleDateTime,DetectionConditionName,CharacteristicName,SampleFractionTypeName,ResultMeasureValue,ResultMeasureUnitCode,ResultStatusName,StatisticalBaseCode,ResultValueTypeName,WeightBasisName,TimeBasisName,TempBasisName,ParticleSizeBasisText,ResultCommentText,BiologicalIntentName,BiologicalIndividualIdentifier,TaxonName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GrpSumCntWeightMeasureValue,GrpSumCntWeightMeasureUnitCode,AnalyticalMethodIdentifier,AnalyticalMethodContext,LaboratoryName,DetectQuantLimitTypeName,DetectQuantLimitMeasureValue,DetectQuantLimitMeasUnitCode,LastChangeDate,MethodSpeciationCode,OrganizationIdentifier,DepthHeightMeasureValue,DepthHeightMeasureUnitCode,FrequencyClassDescriptorCode,FrequencyClassDescrUnitCode,FrequencyClassLowerBoundValue,FrequencyClassUpperBoundValue,FunctionalFeedingGroupName,ResultMeasureQualifierCode,SamplingPointName,TaxonCellFormCode,TaxonCellShapeCode,TaxonHabitCode,TaxonPollutionTolerance,TaxonPollutionToleranceScale,TaxonVoltinismCode,TrophicLevelName,SubmitData
1115707,MOSQUITTH1_20210729_2021Sum_TS,21119085,NULL,NULL,"Temperature, water",NULL,16.368,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115708,ELKTH1_20210830_2021Sum_TS,21119061,NULL,NULL,"Temperature, water",NULL,11.4945,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115709,HOHTH4_20210818_2021Sum_TS,21119084,NULL,NULL,"Temperature, water",NULL,13.2675,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115710,OWLTH1_20210708_2021Sum_TS,20651380,NULL,NULL,"Temperature, water",NULL,12.2131,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115711,CHALATH1_20210909_2021Sum_TS,21119069,NULL,NULL,"Temperature, water",NULL,14.3152,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115712,NOLANTH3_20211007_2021Sum_TS,21119053,NULL,NULL,"Temperature, water",NULL,9.61764,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115713,COTTOTH1_20210612_2021Sum_TS,10699494,NULL,NULL,"Temperature, water",NULL,9.731,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115714,MCQUARYTH1_20210903_2021Sum_TS,10699488,NULL,NULL,"Temperature, water",NULL,12.3248,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115715,HOHTH2_20211003_2021Sum_TS,10598990,NULL,NULL,"Temperature, water",NULL,12.389,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115716,COTTOTH1_20210926_2021Sum_TS,10699494,NULL,NULL,"Temperature, water",NULL,11.127,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115717,HOOTTH1_20210819_2021Sum_TS,10699502,NULL,NULL,"Temperature, water",NULL,11.811,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115718,CEDARTH2_20210627_2021Sum_TS,10699459,NULL,NULL,"Temperature, water",NULL,17.249,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115719,ANDERTH2_20210713_2021Sum_TS,21119080,NULL,NULL,"Temperature, water",NULL,12.7279,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115720,SNIDERTH1_20210615_2021Sum_TS,20386526,NULL,NULL,"Temperature, water",NULL,9.287,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115721,WILLOBTH1_20210814_2021Sum_TS,21119077,NULL,NULL,"Temperature, water",NULL,15.3663,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115722,WPOLETH1_20210809_2021Sum_TS,20386528,NULL,NULL,"Temperature, water",NULL,12.63,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115723,WFIRONMTH1_20210827_2021Sum_TS,20386531,NULL,NULL,"Temperature, water",NULL,12.703,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115724,MCQUARYTH1_20210920_2021Sum_TS,10699488,NULL,NULL,"Temperature, water",NULL,10.7883,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115725,PINSTH1_20210824_2021Sum_TS,20386532,NULL,NULL,"Temperature, water",NULL,13.1259,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115726,CRIPPTH1_20210802_2021Sum_TS,20651387,NULL,NULL,"Temperature, water",NULL,9.52111,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115727,HOHTH5_20210808_2021Sum_TS,10699495,NULL,NULL,"Temperature, water",NULL,11.0796,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115728,GOODTH2_20210628_2021Sum_TS,21119081,NULL,NULL,"Temperature, water",NULL,15.5272,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115729,WINFLDTH2_20211013_2021Sum_TS,20651384,NULL,NULL,"Temperature, water",NULL,8.07323,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115730,ROCKTH1_20210529_2021Sum_TS,20386552,NULL,NULL,"Temperature, water",NULL,10.565,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115731,WTWINTH1_20210614_2021Sum_TS,20386534,NULL,NULL,"Temperature, water",NULL,9.163,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115732,WFKALTH1_20210808_2021Sum_TS,21119058,NULL,NULL,"Temperature, water",NULL,15.1855,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115733,MCQUARYTH1_20210524_2021Sum_TS,10699488,NULL,NULL,"Temperature, water",NULL,9.77668,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115734,HOHTH3_20210714_2021Sum_TS,21119078,NULL,NULL,"Temperature, water",NULL,16.2151,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115735,GOODTH1_20210720_2021Sum_TS,21119082,NULL,NULL,"Temperature, water",NULL,15.6972,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115736,EFIRONMTH1_20210512_2021Sum_TS,20651379,NULL,NULL,"Temperature, water",NULL,7.88017,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115737,OWLTH1_20210916_2021Sum_TS,20651380,NULL,NULL,"Temperature, water",NULL,12.3694,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115738,ROCKTH1_20210916_2021Sum_TS,20386552,NULL,NULL,"Temperature, water",NULL,12.292,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115739,LINETH1_20210820_2021Sum_TS,20651389,NULL,NULL,"Temperature, water",NULL,13.0159,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115740,SFHOTH1_20210603_2021Sum_TS,10699514,NULL,NULL,"Temperature, water",NULL,7.419,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115741,PINSTH1_20210822_2021Sum_TS,20386532,NULL,NULL,"Temperature, water",NULL,13.594,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115742,HOOTTH1_20210618_2021Sum_TS,10699502,NULL,NULL,"Temperature, water",NULL,10.614,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115743,CHALATH2_20210827_2021Sum_TS,21119057,NULL,NULL,"Temperature, water",NULL,14.8126,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115744,EFIRONMTH1_20210704_2021Sum_TS,20651379,NULL,NULL,"Temperature, water",NULL,11.5798,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115745,TOWERTH1_20210831_2021Sum_TS,20386549,NULL,NULL,"Temperature, water",NULL,12.92,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115746,HOHTH3_20210924_2021Sum_TS,21119078,NULL,NULL,"Temperature, water",NULL,14.3581,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115747,GOODTH1_20210826_2021Sum_TS,21119082,NULL,NULL,"Temperature, water",NULL,14.0793,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115748,TAFTTH1_20210710_2021Sum_TS,20386544,NULL,NULL,"Temperature, water",NULL,10.4592,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115749,ELKTH1_20211011_2021Sum_TS,21119061,NULL,NULL,"Temperature, water",NULL,9.0634,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115750,WFIRONMTH1_20210604_2021Sum_TS,20386531,NULL,NULL,"Temperature, water",NULL,10.6012,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115751,OWLTH2_20210830_2021Sum_TS,20651393,NULL,NULL,"Temperature, water",NULL,12.685,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115752,WINFLDTH2_20210802_2021Sum_TS,20651384,NULL,NULL,"Temperature, water",NULL,15.9041,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115753,LINETH1_20210520_2021Sum_TS,20651389,NULL,NULL,"Temperature, water",NULL,9.43071,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115754,WINFLDTH2_20210723_2021Sum_TS,20651384,NULL,NULL,"Temperature, water",NULL,14.4485,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115755,WINFLDTH2_20210922_2021Sum_TS,20651384,NULL,NULL,"Temperature, water",NULL,11.8196,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115756,OWLTH1_20210828_2021Sum_TS,20651380,NULL,NULL,"Temperature, water",NULL,13.6365,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115757,WINFLDTH2_20210806_2021Sum_TS,20651384,NULL,NULL,"Temperature, water",NULL,14.401,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115758,SFHOTH1_20210601_2021Sum_TS,10699514,NULL,NULL,"Temperature, water",NULL,12.1726,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115759,WINFLDTH1_20210605_2021Sum_TS,20651395,NULL,NULL,"Temperature, water",NULL,13.638,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115760,SFHOTH1_20210923_2021Sum_TS,10699514,NULL,NULL,"Temperature, water",NULL,13.185,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115761,CHALATH1_20210827_2021Sum_TS,21119069,NULL,NULL,"Temperature, water",NULL,13.9826,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115762,WTWINTH1_20210818_2021Sum_TS,20386534,NULL,NULL,"Temperature, water",NULL,9.18034,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115763,OWLTH1_20210518_2021Sum_TS,20651380,NULL,NULL,"Temperature, water",NULL,11.8163,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
